date,jour_semaine,is_weekend,heure,pluie,station,quartier,trajets
2026-07-01,Wednesday,False,17,True,La Villette,Nord,41
2026-07-01,Wednesday,False,17,True,Ménilmontant,Est,46
2026-07-01,Wednesday,False,17,True,Auteuil,Ouest,35
2026-07-01,Wednesday,False,17,True,Belleville,Est,23
2026-07-01,Wednesday,False,17,True,Place d'Italie,Sud,40
2026-07-01,Wednesday,False,17,True,Père Lachaise,Est,39
2026-07-01,Wednesday,False,17,True,Nation,Est,22
2026-07-01,Wednesday,False,17,True,Barbès,Nord,48
2026-07-01,Wednesday,False,17,True,République,Centre,28
2026-07-01,Wednesday,False,17,True,Châtelet,Centre,44
2026-07-01,Wednesday,False,17,True,Trocadéro,Ouest,32
2026-07-01,Wednesday,False,17,True,Opéra,Nord,40
2026-07-01,Wednesday,False,17,True,Gare de Lyon,Est,26
2026-07-01,Wednesday,False,17,True,Montmartre,Nord,31
2026-07-01,Wednesday,False,17,True,Denfert-Rochereau,Sud,18
2026-07-01,Wednesday,False,17,True,Boulogne,Ouest,23
2026-07-01,Wednesday,False,17,True,Louvre,Centre,17
2026-07-01,Wednesday,False,17,True,Bastille,Centre,45
2026-07-01,Wednesday,False,17,True,La Défense,Ouest,40
2026-07-01,Wednesday,False,17,True,Hôtel de Ville,Centre,28
2026-07-01,Wednesday,False,17,True,Montparnasse,Sud,27
2026-07-01,Wednesday,False,17,True,Gare du Nord,Nord,35
2026-07-01,Wednesday,False,17,True,Invalides 2,Ouest,48
2026-07-01,Wednesday,False,17,True,La Villette 2,Nord,30
2026-07-01,Wednesday,False,17,True,Ménilmontant 2,Est,27
2026-07-01,Wednesday,False,17,True,Auteuil 2,Ouest,26
2026-07-01,Wednesday,False,17,True,Belleville 2,Est,39
2026-07-01,Wednesday,False,17,True,Place d'Italie 2,Sud,31
2026-07-01,Wednesday,False,17,True,Père Lachaise 2,Est,23
2026-07-01,Wednesday,False,17,True,Nation 2,Est,39
2026-07-01,Wednesday,False,17,True,Barbès 2,Nord,25
2026-07-01,Wednesday,False,17,True,République 2,Centre,26
2026-07-01,Wednesday,False,17,True,Châtelet 2,Centre,26
2026-07-01,Wednesday,False,17,True,Trocadéro 2,Ouest,31
2026-07-01,Wednesday,False,17,True,Opéra 2,Nord,35
2026-07-01,Wednesday,False,17,True,Gare de Lyon 2,Est,28
2026-07-01,Wednesday,False,17,True,Montmartre 2,Nord,30
2026-07-01,Wednesday,False,17,True,Denfert-Rochereau 2,Sud,26
2026-07-01,Wednesday,False,17,True,Boulogne 2,Ouest,24
2026-07-01,Wednesday,False,18,True,Invalides,Ouest,31
2026-07-01,Wednesday,False,18,True,La Villette,Nord,41
2026-07-01,Wednesday,False,18,True,Ménilmontant,Est,36
2026-07-01,Wednesday,False,18,True,Auteuil,Ouest,40
2026-07-01,Wednesday,False,18,True,Belleville,Est,46
2026-07-01,Wednesday,False,18,True,Place d'Italie,Sud,46
2026-07-01,Wednesday,False,18,True,Père Lachaise,Est,44
2026-07-01,Wednesday,False,18,True,Nation,Est,29
2026-07-01,Wednesday,False,18,True,Barbès,Nord,36
2026-07-01,Wednesday,False,18,True,République,Centre,39
2026-07-01,Wednesday,False,18,True,Châtelet,Centre,27
2026-07-01,Wednesday,False,18,True,Trocadéro,Ouest,26
2026-07-01,Wednesday,False,18,True,Opéra,Nord,41
2026-07-01,Wednesday,False,18,True,Gare de Lyon,Est,42
2026-07-01,Wednesday,False,18,True,Montmartre,Nord,37
2026-07-01,Wednesday,False,18,True,Denfert-Rochereau,Sud,39
2026-07-01,Wednesday,False,18,True,Boulogne,Ouest,53
2026-07-01,Wednesday,False,18,True,Louvre,Centre,47
2026-07-01,Wednesday,False,18,True,Bastille,Centre,52
2026-07-01,Wednesday,False,18,True,La Défense,Ouest,34
2026-07-01,Wednesday,False,18,True,Hôtel de Ville,Centre,46
2026-07-01,Wednesday,False,18,True,Montparnasse,Sud,35
2026-07-01,Wednesday,False,18,True,Gare du Nord,Nord,24
2026-07-01,Wednesday,False,18,True,Invalides 2,Ouest,46
2026-07-01,Wednesday,False,18,True,La Villette 2,Nord,28
2026-07-01,Wednesday,False,18,True,Ménilmontant 2,Est,39
2026-07-01,Wednesday,False,18,True,Auteuil 2,Ouest,25
2026-07-01,Wednesday,False,18,True,Belleville 2,Est,36
2026-07-01,Wednesday,False,18,True,Place d'Italie 2,Sud,43
2026-07-01,Wednesday,False,18,True,Père Lachaise 2,Est,46
2026-07-01,Wednesday,False,18,True,Nation 2,Est,22
2026-07-01,Wednesday,False,18,True,Barbès 2,Nord,20
2026-07-01,Wednesday,False,18,True,République 2,Centre,27
2026-07-01,Wednesday,False,18,True,Châtelet 2,Centre,35
2026-07-01,Wednesday,False,18,True,Trocadéro 2,Ouest,32
2026-07-01,Wednesday,False,18,True,Opéra 2,Nord,39
2026-07-01,Wednesday,False,18,True,Gare de Lyon 2,Est,31
2026-07-01,Wednesday,False,18,True,Montmartre 2,Nord,26
2026-07-01,Wednesday,False,18,True,Denfert-Rochereau 2,Sud,43
2026-07-01,Wednesday,False,18,True,Boulogne 2,Ouest,29
2026-07-01,Wednesday,False,19,True,Invalides,Ouest,24
2026-07-01,Wednesday,False,19,True,La Villette,Nord,41
2026-07-01,Wednesday,False,19,True,Ménilmontant,Est,38
2026-07-01,Wednesday,False,19,True,Auteuil,Ouest,26
2026-07-01,Wednesday,False,19,True,Belleville,Est,22
2026-07-01,Wednesday,False,19,True,Place d'Italie,Sud,29
2026-07-01,Wednesday,False,19,True,Père Lachaise,Est,25
2026-07-01,Wednesday,False,19,True,Nation,Est,21
2026-07-01,Wednesday,False,19,True,Barbès,Nord,24
2026-07-01,Wednesday,False,19,True,République,Centre,30
2026-07-01,Wednesday,False,19,True,Châtelet,Centre,49
2026-07-01,Wednesday,False,19,True,Trocadéro,Ouest,40
2026-07-01,Wednesday,False,19,True,Opéra,Nord,19
2026-07-01,Wednesday,False,19,True,Gare de Lyon,Est,34
2026-07-01,Wednesday,False,19,True,Montmartre,Nord,24
2026-07-01,Wednesday,False,19,True,Denfert-Rochereau,Sud,45
2026-07-01,Wednesday,False,19,True,Boulogne,Ouest,25
2026-07-01,Wednesday,False,19,True,Louvre,Centre,35
2026-07-01,Wednesday,False,19,True,Bastille,Centre,41
2026-07-01,Wednesday,False,19,True,La Défense,Ouest,51
2026-07-01,Wednesday,False,19,True,Hôtel de Ville,Centre,17
2026-07-01,Wednesday,False,19,True,Montparnasse,Sud,24
2026-07-01,Wednesday,False,19,True,Gare du Nord,Nord,33
2026-07-01,Wednesday,False,19,True,Invalides 2,Ouest,32
2026-07-01,Wednesday,False,19,True,La Villette 2,Nord,23
2026-07-01,Wednesday,False,19,True,Ménilmontant 2,Est,32
2026-07-01,Wednesday,False,19,True,Auteuil 2,Ouest,30
2026-07-01,Wednesday,False,19,True,Belleville 2,Est,20
2026-07-01,Wednesday,False,19,True,Place d'Italie 2,Sud,48
2026-07-01,Wednesday,False,19,True,Père Lachaise 2,Est,30
2026-07-01,Wednesday,False,19,True,Nation 2,Est,26
2026-07-01,Wednesday,False,19,True,Barbès 2,Nord,21
2026-07-01,Wednesday,False,19,True,République 2,Centre,40
2026-07-01,Wednesday,False,19,True,Châtelet 2,Centre,26
2026-07-01,Wednesday,False,19,True,Trocadéro 2,Ouest,47
2026-07-01,Wednesday,False,19,True,Opéra 2,Nord,44
2026-07-01,Wednesday,False,19,True,Gare de Lyon 2,Est,24
2026-07-01,Wednesday,False,19,True,Montmartre 2,Nord,34
2026-07-01,Wednesday,False,19,True,Denfert-Rochereau 2,Sud,37
2026-07-01,Wednesday,False,19,True,Boulogne 2,Ouest,46
2026-07-01,Wednesday,False,20,True,Invalides,Ouest,29
2026-07-01,Wednesday,False,20,True,La Villette,Nord,30
2026-07-01,Wednesday,False,20,True,Ménilmontant,Est,26
2026-07-01,Wednesday,False,20,True,Auteuil,Ouest,14
2026-07-01,Wednesday,False,20,True,Belleville,Est,18
2026-07-01,Wednesday,False,20,True,Place d'Italie,Sud,21
2026-07-01,Wednesday,False,20,True,Père Lachaise,Est,15
2026-07-01,Wednesday,False,20,True,Nation,Est,20
2026-07-01,Wednesday,False,20,True,Barbès,Nord,31
2026-07-01,Wednesday,False,20,True,République,Centre,35
2026-07-01,Wednesday,False,20,True,Châtelet,Centre,20
2026-07-01,Wednesday,False,20,True,Trocadéro,Ouest,30
2026-07-01,Wednesday,False,20,True,Opéra,Nord,21
2026-07-01,Wednesday,False,20,True,Gare de Lyon,Est,34
2026-07-01,Wednesday,False,20,True,Montmartre,Nord,23
2026-07-01,Wednesday,False,20,True,Denfert-Rochereau,Sud,24
2026-07-01,Wednesday,False,20,True,Boulogne,Ouest,18
2026-07-01,Wednesday,False,20,True,Louvre,Centre,29
2026-07-01,Wednesday,False,20,True,Bastille,Centre,17
2026-07-01,Wednesday,False,20,True,La Défense,Ouest,27
2026-07-01,Wednesday,False,20,True,Hôtel de Ville,Centre,23
2026-07-01,Wednesday,False,20,True,Montparnasse,Sud,16
2026-07-01,Wednesday,False,20,True,Gare du Nord,Nord,14
2026-07-01,Wednesday,False,20,True,Invalides 2,Ouest,20
2026-07-01,Wednesday,False,20,True,La Villette 2,Nord,18
2026-07-01,Wednesday,False,20,True,Ménilmontant 2,Est,21
2026-07-01,Wednesday,False,20,True,Auteuil 2,Ouest,24
2026-07-01,Wednesday,False,20,True,Belleville 2,Est,32
2026-07-01,Wednesday,False,20,True,Place d'Italie 2,Sud,30
2026-07-01,Wednesday,False,20,True,Père Lachaise 2,Est,24
2026-07-01,Wednesday,False,20,True,Nation 2,Est,13
2026-07-01,Wednesday,False,20,True,Barbès 2,Nord,25
2026-07-01,Wednesday,False,20,True,République 2,Centre,16
2026-07-01,Wednesday,False,20,True,Châtelet 2,Centre,29
2026-07-01,Wednesday,False,20,True,Trocadéro 2,Ouest,18
2026-07-01,Wednesday,False,20,True,Opéra 2,Nord,18
2026-07-01,Wednesday,False,20,True,Gare de Lyon 2,Est,17
2026-07-01,Wednesday,False,20,True,Montmartre 2,Nord,28
2026-07-01,Wednesday,False,20,True,Denfert-Rochereau 2,Sud,31
2026-07-01,Wednesday,False,20,True,Boulogne 2,Ouest,17
2026-07-01,Wednesday,False,21,True,Invalides,Ouest,14
2026-07-01,Wednesday,False,21,True,La Villette,Nord,15
2026-07-01,Wednesday,False,21,True,Ménilmontant,Est,19
2026-07-01,Wednesday,False,21,True,Auteuil,Ouest,18
2026-07-01,Wednesday,False,21,True,Belleville,Est,10
2026-07-01,Wednesday,False,21,True,Place d'Italie,Sud,9
2026-07-01,Wednesday,False,21,True,Père Lachaise,Est,17
2026-07-01,Wednesday,False,21,True,Nation,Est,17
2026-07-01,Wednesday,False,21,True,Barbès,Nord,19
2026-07-01,Wednesday,False,21,True,République,Centre,14
2026-07-01,Wednesday,False,21,True,Châtelet,Centre,22
2026-07-01,Wednesday,False,21,True,Trocadéro,Ouest,11
2026-07-01,Wednesday,False,21,True,Opéra,Nord,14
2026-07-01,Wednesday,False,21,True,Gare de Lyon,Est,16
2026-07-01,Wednesday,False,21,True,Montmartre,Nord,16
2026-07-01,Wednesday,False,21,True,Denfert-Rochereau,Sud,16
2026-07-01,Wednesday,False,21,True,Boulogne,Ouest,19
2026-07-01,Wednesday,False,21,True,Louvre,Centre,16
2026-07-01,Wednesday,False,21,True,Bastille,Centre,19
2026-07-01,Wednesday,False,21,True,La Défense,Ouest,18
2026-07-01,Wednesday,False,21,True,Hôtel de Ville,Centre,12
2026-07-01,Wednesday,False,21,True,Montparnasse,Sud,15
2026-07-01,Wednesday,False,21,True,Gare du Nord,Nord,16
2026-07-01,Wednesday,False,21,True,Invalides 2,Ouest,16
2026-07-01,Wednesday,False,21,True,La Villette 2,Nord,17
2026-07-01,Wednesday,False,21,True,Ménilmontant 2,Est,17
2026-07-01,Wednesday,False,21,True,Auteuil 2,Ouest,10
2026-07-01,Wednesday,False,21,True,Belleville 2,Est,11
2026-07-01,Wednesday,False,21,True,Place d'Italie 2,Sud,18
2026-07-01,Wednesday,False,21,True,Père Lachaise 2,Est,12
2026-07-01,Wednesday,False,21,True,Nation 2,Est,17
2026-07-01,Wednesday,False,21,True,Barbès 2,Nord,17
2026-07-01,Wednesday,False,21,True,République 2,Centre,20
2026-07-01,Wednesday,False,21,True,Châtelet 2,Centre,13
2026-07-01,Wednesday,False,21,True,Trocadéro 2,Ouest,14
2026-07-01,Wednesday,False,21,True,Opéra 2,Nord,9
2026-07-01,Wednesday,False,21,True,Gare de Lyon 2,Est,22
2026-07-01,Wednesday,False,21,True,Montmartre 2,Nord,18
2026-07-01,Wednesday,False,21,True,Denfert-Rochereau 2,Sud,12
2026-07-01,Wednesday,False,21,True,Boulogne 2,Ouest,22
2026-07-01,Wednesday,False,22,True,Invalides,Ouest,8
2026-07-01,Wednesday,False,22,True,La Villette,Nord,14
2026-07-01,Wednesday,False,22,True,Ménilmontant,Est,13
2026-07-01,Wednesday,False,22,True,Auteuil,Ouest,7
2026-07-01,Wednesday,False,22,True,Belleville,Est,9
2026-07-01,Wednesday,False,22,True,Place d'Italie,Sud,9
2026-07-01,Wednesday,False,22,True,Père Lachaise,Est,9
2026-07-01,Wednesday,False,22,True,Nation,Est,14
2026-07-01,Wednesday,False,22,True,Barbès,Nord,10
2026-07-01,Wednesday,False,22,True,République,Centre,10
2026-07-01,Wednesday,False,22,True,Châtelet,Centre,6
2026-07-01,Wednesday,False,22,True,Trocadéro,Ouest,13
2026-07-01,Wednesday,False,22,True,Opéra,Nord,11
2026-07-01,Wednesday,False,22,True,Gare de Lyon,Est,9
2026-07-01,Wednesday,False,22,True,Montmartre,Nord,7
2026-07-01,Wednesday,False,22,True,Denfert-Rochereau,Sud,7
2026-07-01,Wednesday,False,22,True,Boulogne,Ouest,8
2026-07-01,Wednesday,False,22,True,Louvre,Centre,12
2026-07-01,Wednesday,False,22,True,Bastille,Centre,7
2026-07-01,Wednesday,False,22,True,La Défense,Ouest,6
2026-07-01,Wednesday,False,22,True,Hôtel de Ville,Centre,12
2026-07-01,Wednesday,False,22,True,Montparnasse,Sud,8
2026-07-01,Wednesday,False,22,True,Gare du Nord,Nord,6
2026-07-01,Wednesday,False,22,True,Invalides 2,Ouest,4
2026-07-01,Wednesday,False,22,True,La Villette 2,Nord,13
2026-07-01,Wednesday,False,22,True,Ménilmontant 2,Est,8
2026-07-01,Wednesday,False,22,True,Auteuil 2,Ouest,13
2026-07-01,Wednesday,False,22,True,Belleville 2,Est,14
2026-07-01,Wednesday,False,22,True,Place d'Italie 2,Sud,6
2026-07-01,Wednesday,False,22,True,Père Lachaise 2,Est,9
2026-07-01,Wednesday,False,22,True,Nation 2,Est,10
2026-07-01,Wednesday,False,22,True,Barbès 2,Nord,6
2026-07-01,Wednesday,False,22,True,République 2,Centre,14
2026-07-01,Wednesday,False,22,True,Châtelet 2,Centre,7
2026-07-01,Wednesday,False,22,True,Trocadéro 2,Ouest,7
2026-07-01,Wednesday,False,22,True,Opéra 2,Nord,7
2026-07-01,Wednesday,False,22,True,Gare de Lyon 2,Est,14
2026-07-01,Wednesday,False,22,True,Montmartre 2,Nord,14
2026-07-01,Wednesday,False,22,True,Denfert-Rochereau 2,Sud,12
2026-07-01,Wednesday,False,22,True,Boulogne 2,Ouest,10
2026-07-01,Wednesday,False,23,True,Invalides,Ouest,5
2026-07-01,Wednesday,False,23,True,La Villette,Nord,8
2026-07-01,Wednesday,False,23,True,Ménilmontant,Est,7
2026-07-01,Wednesday,False,23,True,Auteuil,Ouest,5
2026-07-01,Wednesday,False,23,True,Belleville,Est,10
2026-07-01,Wednesday,False,23,True,Place d'Italie,Sud,3
2026-07-01,Wednesday,False,23,True,Père Lachaise,Est,5
2026-07-01,Wednesday,False,23,True,Nation,Est,8
2026-07-01,Wednesday,False,23,True,Barbès,Nord,10
2026-07-01,Wednesday,False,23,True,République,Centre,6
2026-07-01,Wednesday,False,23,True,Châtelet,Centre,6
2026-07-01,Wednesday,False,23,True,Trocadéro,Ouest,8
2026-07-01,Wednesday,False,23,True,Opéra,Nord,11
2026-07-01,Wednesday,False,23,True,Gare de Lyon,Est,4
2026-07-01,Wednesday,False,23,True,Montmartre,Nord,4
2026-07-01,Wednesday,False,23,True,Denfert-Rochereau,Sud,8
2026-07-01,Wednesday,False,23,True,Boulogne,Ouest,5
2026-07-01,Wednesday,False,23,True,Louvre,Centre,6
2026-07-01,Wednesday,False,23,True,Bastille,Centre,6
2026-07-01,Wednesday,False,23,True,La Défense,Ouest,10
2026-07-01,Wednesday,False,23,True,Hôtel de Ville,Centre,9
2026-07-01,Wednesday,False,23,True,Montparnasse,Sud,6
2026-07-01,Wednesday,False,23,True,Gare du Nord,Nord,5
2026-07-01,Wednesday,False,23,True,Invalides 2,Ouest,8
2026-07-01,Wednesday,False,23,True,La Villette 2,Nord,4
2026-07-01,Wednesday,False,23,True,Ménilmontant 2,Est,9
2026-07-01,Wednesday,False,23,True,Auteuil 2,Ouest,5
2026-07-01,Wednesday,False,23,True,Belleville 2,Est,8
2026-07-01,Wednesday,False,23,True,Place d'Italie 2,Sud,8
2026-07-01,Wednesday,False,23,True,Père Lachaise 2,Est,10
2026-07-01,Wednesday,False,23,True,Nation 2,Est,5
2026-07-01,Wednesday,False,23,True,Barbès 2,Nord,7
2026-07-01,Wednesday,False,23,True,République 2,Centre,8
2026-07-01,Wednesday,False,23,True,Châtelet 2,Centre,7
2026-07-01,Wednesday,False,23,True,Trocadéro 2,Ouest,5
2026-07-01,Wednesday,False,23,True,Opéra 2,Nord,9
2026-07-01,Wednesday,False,23,True,Gare de Lyon 2,Est,5
2026-07-01,Wednesday,False,23,True,Montmartre 2,Nord,11
2026-07-01,Wednesday,False,23,True,Denfert-Rochereau 2,Sud,5
2026-07-01,Wednesday,False,23,True,Boulogne 2,Ouest,6
2026-07-02,Thursday,False,0,False,Invalides,Ouest,15
2026-07-02,Thursday,False,0,False,La Villette,Nord,13
2026-07-02,Thursday,False,0,False,Ménilmontant,Est,11
2026-07-02,Thursday,False,0,False,Auteuil,Ouest,11
2026-07-02,Thursday,False,0,False,Belleville,Est,14
2026-07-02,Thursday,False,0,False,Place d'Italie,Sud,13
2026-07-02,Thursday,False,0,False,Père Lachaise,Est,8
2026-07-02,Thursday,False,0,False,Nation,Est,8
2026-07-02,Thursday,False,0,False,Barbès,Nord,10
2026-07-02,Thursday,False,0,False,République,Centre,12
2026-07-02,Thursday,False,0,False,Châtelet,Centre,10
2026-07-02,Thursday,False,0,False,Trocadéro,Ouest,13
2026-07-02,Thursday,False,0,False,Opéra,Nord,12
2026-07-02,Thursday,False,0,False,Gare de Lyon,Est,6
2026-07-02,Thursday,False,0,False,Montmartre,Nord,12
2026-07-02,Thursday,False,0,False,Denfert-Rochereau,Sud,9
2026-07-02,Thursday,False,0,False,Boulogne,Ouest,8
2026-07-02,Thursday,False,0,False,Louvre,Centre,11
2026-07-02,Thursday,False,0,False,Bastille,Centre,9
2026-07-02,Thursday,False,0,False,La Défense,Ouest,10
2026-07-02,Thursday,False,0,False,Hôtel de Ville,Centre,9
2026-07-02,Thursday,False,0,False,Montparnasse,Sud,7
2026-07-02,Thursday,False,0,False,Gare du Nord,Nord,12
2026-07-02,Thursday,False,0,False,Invalides 2,Ouest,9
2026-07-02,Thursday,False,0,False,La Villette 2,Nord,6
2026-07-02,Thursday,False,0,False,Ménilmontant 2,Est,6
2026-07-02,Thursday,False,0,False,Auteuil 2,Ouest,7
2026-07-02,Thursday,False,0,False,Belleville 2,Est,14
2026-07-02,Thursday,False,0,False,Place d'Italie 2,Sud,10
2026-07-02,Thursday,False,0,False,Père Lachaise 2,Est,12
2026-07-02,Thursday,False,0,False,Nation 2,Est,10
2026-07-02,Thursday,False,0,False,Barbès 2,Nord,15
2026-07-02,Thursday,False,0,False,République 2,Centre,12
2026-07-02,Thursday,False,0,False,Châtelet 2,Centre,9
2026-07-02,Thursday,False,0,False,Trocadéro 2,Ouest,7
2026-07-02,Thursday,False,0,False,Opéra 2,Nord,8
2026-07-02,Thursday,False,0,False,Gare de Lyon 2,Est,13
2026-07-02,Thursday,False,0,False,Montmartre 2,Nord,8
2026-07-02,Thursday,False,0,False,Denfert-Rochereau 2,Sud,17
2026-07-02,Thursday,False,0,False,Boulogne 2,Ouest,10
2026-07-02,Thursday,False,1,False,Invalides,Ouest,11
2026-07-02,Thursday,False,1,False,La Villette,Nord,6
2026-07-02,Thursday,False,1,False,Ménilmontant,Est,6
2026-07-02,Thursday,False,1,False,Auteuil,Ouest,10
2026-07-02,Thursday,False,1,False,Belleville,Est,10
2026-07-02,Thursday,False,1,False,Place d'Italie,Sud,6
2026-07-02,Thursday,False,1,False,Père Lachaise,Est,8
2026-07-02,Thursday,False,1,False,Nation,Est,8
2026-07-02,Thursday,False,1,False,Barbès,Nord,12
2026-07-02,Thursday,False,1,False,République,Centre,12
2026-07-02,Thursday,False,1,False,Châtelet,Centre,14
2026-07-02,Thursday,False,1,False,Trocadéro,Ouest,10
2026-07-02,Thursday,False,1,False,Opéra,Nord,6
2026-07-02,Thursday,False,1,False,Gare de Lyon,Est,12
2026-07-02,Thursday,False,1,False,Montmartre,Nord,15
2026-07-02,Thursday,False,1,False,Denfert-Rochereau,Sud,11
2026-07-02,Thursday,False,1,False,Boulogne,Ouest,8
2026-07-02,Thursday,False,1,False,Louvre,Centre,12
2026-07-02,Thursday,False,1,False,Bastille,Centre,13
2026-07-02,Thursday,False,1,False,La Défense,Ouest,10
2026-07-02,Thursday,False,1,False,Hôtel de Ville,Centre,15
2026-07-02,Thursday,False,1,False,Montparnasse,Sud,7
2026-07-02,Thursday,False,1,False,Gare du Nord,Nord,11
2026-07-02,Thursday,False,1,False,Invalides 2,Ouest,16
2026-07-02,Thursday,False,1,False,La Villette 2,Nord,12
2026-07-02,Thursday,False,1,False,Ménilmontant 2,Est,7
2026-07-02,Thursday,False,1,False,Auteuil 2,Ouest,10
2026-07-02,Thursday,False,1,False,Belleville 2,Est,11
2026-07-02,Thursday,False,1,False,Place d'Italie 2,Sud,14
2026-07-02,Thursday,False,1,False,Père Lachaise 2,Est,8
2026-07-02,Thursday,False,1,False,Nation 2,Est,10
2026-07-02,Thursday,False,1,False,Barbès 2,Nord,14
2026-07-02,Thursday,False,1,False,République 2,Centre,11
2026-07-02,Thursday,False,1,False,Châtelet 2,Centre,6
2026-07-02,Thursday,False,1,False,Trocadéro 2,Ouest,9
2026-07-02,Thursday,False,1,False,Opéra 2,Nord,10
2026-07-02,Thursday,False,1,False,Gare de Lyon 2,Est,9
2026-07-02,Thursday,False,1,False,Montmartre 2,Nord,14
2026-07-02,Thursday,False,1,False,Denfert-Rochereau 2,Sud,7
2026-07-02,Thursday,False,1,False,Boulogne 2,Ouest,11
2026-07-02,Thursday,False,2,False,Invalides,Ouest,9
2026-07-02,Thursday,False,2,False,La Villette,Nord,8
2026-07-02,Thursday,False,2,False,Ménilmontant,Est,16
2026-07-02,Thursday,False,2,False,Auteuil,Ouest,6
2026-07-02,Thursday,False,2,False,Belleville,Est,15
2026-07-02,Thursday,False,2,False,Place d'Italie,Sud,9
2026-07-02,Thursday,False,2,False,Père Lachaise,Est,8
2026-07-02,Thursday,False,2,False,Nation,Est,8
2026-07-02,Thursday,False,2,False,Barbès,Nord,9
2026-07-02,Thursday,False,2,False,République,Centre,14
2026-07-02,Thursday,False,2,False,Châtelet,Centre,9
2026-07-02,Thursday,False,2,False,Trocadéro,Ouest,9
2026-07-02,Thursday,False,2,False,Opéra,Nord,11
2026-07-02,Thursday,False,2,False,Gare de Lyon,Est,10
2026-07-02,Thursday,False,2,False,Montmartre,Nord,16
2026-07-02,Thursday,False,2,False,Denfert-Rochereau,Sud,10
2026-07-02,Thursday,False,2,False,Boulogne,Ouest,7
2026-07-02,Thursday,False,2,False,Louvre,Centre,11
2026-07-02,Thursday,False,2,False,Bastille,Centre,14
2026-07-02,Thursday,False,2,False,La Défense,Ouest,8
2026-07-02,Thursday,False,2,False,Hôtel de Ville,Centre,9
2026-07-02,Thursday,False,2,False,Montparnasse,Sud,11
2026-07-02,Thursday,False,2,False,Gare du Nord,Nord,8
2026-07-02,Thursday,False,2,False,Invalides 2,Ouest,10
2026-07-02,Thursday,False,2,False,La Villette 2,Nord,6
2026-07-02,Thursday,False,2,False,Ménilmontant 2,Est,9
2026-07-02,Thursday,False,2,False,Auteuil 2,Ouest,8
2026-07-02,Thursday,False,2,False,Belleville 2,Est,9
2026-07-02,Thursday,False,2,False,Place d'Italie 2,Sud,7
2026-07-02,Thursday,False,2,False,Père Lachaise 2,Est,16
2026-07-02,Thursday,False,2,False,Nation 2,Est,18
2026-07-02,Thursday,False,2,False,Barbès 2,Nord,12
2026-07-02,Thursday,False,2,False,République 2,Centre,7
2026-07-02,Thursday,False,2,False,Châtelet 2,Centre,8
2026-07-02,Thursday,False,2,False,Trocadéro 2,Ouest,10
2026-07-02,Thursday,False,2,False,Opéra 2,Nord,8
2026-07-02,Thursday,False,2,False,Gare de Lyon 2,Est,6
2026-07-02,Thursday,False,2,False,Montmartre 2,Nord,9
2026-07-02,Thursday,False,2,False,Denfert-Rochereau 2,Sud,11
2026-07-02,Thursday,False,2,False,Boulogne 2,Ouest,10
2026-07-02,Thursday,False,3,False,Invalides,Ouest,7
2026-07-02,Thursday,False,3,False,La Villette,Nord,12
2026-07-02,Thursday,False,3,False,Ménilmontant,Est,15
2026-07-02,Thursday,False,3,False,Auteuil,Ouest,16
2026-07-02,Thursday,False,3,False,Belleville,Est,7
2026-07-02,Thursday,False,3,False,Place d'Italie,Sud,10
2026-07-02,Thursday,False,3,False,Père Lachaise,Est,9
2026-07-02,Thursday,False,3,False,Nation,Est,12
2026-07-02,Thursday,False,3,False,Barbès,Nord,13
2026-07-02,Thursday,False,3,False,République,Centre,14
2026-07-02,Thursday,False,3,False,Châtelet,Centre,8
2026-07-02,Thursday,False,3,False,Trocadéro,Ouest,9
2026-07-02,Thursday,False,3,False,Opéra,Nord,10
2026-07-02,Thursday,False,3,False,Gare de Lyon,Est,9
2026-07-02,Thursday,False,3,False,Montmartre,Nord,15
2026-07-02,Thursday,False,3,False,Denfert-Rochereau,Sud,11
2026-07-02,Thursday,False,3,False,Boulogne,Ouest,6
2026-07-02,Thursday,False,3,False,Louvre,Centre,11
2026-07-02,Thursday,False,3,False,Bastille,Centre,12
2026-07-02,Thursday,False,3,False,La Défense,Ouest,10
2026-07-02,Thursday,False,3,False,Hôtel de Ville,Centre,13
2026-07-02,Thursday,False,3,False,Montparnasse,Sud,12
2026-07-02,Thursday,False,3,False,Gare du Nord,Nord,6
2026-07-02,Thursday,False,3,False,Invalides 2,Ouest,12
2026-07-02,Thursday,False,3,False,La Villette 2,Nord,9
2026-07-02,Thursday,False,3,False,Ménilmontant 2,Est,7
2026-07-02,Thursday,False,3,False,Auteuil 2,Ouest,11
2026-07-02,Thursday,False,3,False,Belleville 2,Est,12
2026-07-02,Thursday,False,3,False,Place d'Italie 2,Sud,7
2026-07-02,Thursday,False,3,False,Père Lachaise 2,Est,8
2026-07-02,Thursday,False,3,False,Nation 2,Est,10
2026-07-02,Thursday,False,3,False,Barbès 2,Nord,4
2026-07-02,Thursday,False,3,False,République 2,Centre,11
2026-07-02,Thursday,False,3,False,Châtelet 2,Centre,11
2026-07-02,Thursday,False,3,False,Trocadéro 2,Ouest,8
2026-07-02,Thursday,False,3,False,Opéra 2,Nord,11
2026-07-02,Thursday,False,3,False,Gare de Lyon 2,Est,9
2026-07-02,Thursday,False,3,False,Montmartre 2,Nord,10
2026-07-02,Thursday,False,3,False,Denfert-Rochereau 2,Sud,9
2026-07-02,Thursday,False,3,False,Boulogne 2,Ouest,10
